"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"mishandled","10","79","4.37","VB|JJ","NULL","NULL"
"mishandles","10","21","3.04","VB","NULL","NULL"
"mishandling","11","123","4.81","VB","NULL","NULL"
"mishaps","7","411","6.02","NN","NULL","NULL"
"misheard","8","66","4.19","NULL","NULL","NULL"
"mishearing","10","8","2.08","VB|NN","NULL","NULL"
"mishears","8","0","0.00","VB","NULL","NULL"
"mishit","6","5","1.61","NN","NULL","NULL"
"mishits","7","8","2.08","NN","NULL","NULL"
"mishitting","10","0","0.00","NN|VB","NULL","NULL"
"misinformed","11","1062","6.97","VB|JJ","NULL","NULL"
"misinforming","12","45","3.81","VB|NN|JJ","NULL","NULL"
"misinforms","10","4","1.39","VB","NULL","NULL"
"misinterpretations","18","135","4.91","NN","NULL","NULL"
"MISINTERPRETERS","15","2","0.69","NN","NULL","NULL"
"misinterpreting","15","364","5.90","VB|NN","NULL","NULL"
"misinterprets","13","34","3.53","VB","NULL","NULL"
"misjudgement","12","17","2.83","NN","NULL","NULL"
"misjudgements","13","22","3.09","NN","NULL","NULL"
"misjudges","9","12","2.48","VB","NULL","NULL"
"misjudging","10","23","3.14","VB|NN|JJ","NULL","NULL"
"mislaid","7","64","4.16","VB|JJ","NULL","NULL"
"mislaying","9","0","0.00","VB|NN","NULL","NULL"
"mislays","7","0","0.00","VB","NULL","NULL"
"misleadingly","12","98","4.58","RB","NULL","NULL"
"mismanagement","13","392","5.97","NN","NULL","NULL"
"mismanages","10","1","0.00","VB","NULL","NULL"
"mismanaging","11","15","2.71","VB|NN|JJ","NULL","NULL"
"mismatched","10","293","5.68","VB|JJ","NULL","NULL"
"mismatches","10","165","5.11","NN","NULL","NULL"
"mismatching","11","16","2.77","VB|NN|JJ","NULL","NULL"
"misnames","8","0","0.00","VB","NULL","NULL"
"misnaming","9","26","3.26","VB|NN|JJ","NULL","NULL"
"misnomers","9","15","2.71","NN","NULL","NULL"
"MISO","4","213","5.36","NN","NULL","NULL"
"misogynists","11","69","4.23","NN","NULL","NULL"
"misplacement","12","102","4.62","NN","NULL","NULL"
"MISPLACEMENTS","13","1","0.00","NN","NULL","NULL"
"misplaces","9","12","2.48","VB","NULL","NULL"
"misprinted","10","76","4.33","VB|JJ","NULL","NULL"
"misprinting","11","1","0.00","VB|NN|JJ","NULL","NULL"
"misprints","9","152","5.02","NN|VB","NULL","NULL"
"mispronounced","13","84","4.43","VB|JJ","NULL","NULL"
"mispronounces","13","7","1.95","VB","NULL","NULL"
"mispronouncing","14","35","3.56","VB|NN|JJ","NULL","NULL"
"mispronunciations","17","15","2.71","NN","NULL","NULL"
"misquotation","12","37","3.61","NN","NULL","NULL"
"misquotations","13","21","3.04","NN","NULL","NULL"
"misquotes","9","134","4.90","VB|NN","NULL","NULL"
"misquoting","10","256","5.55","VB|NN|JJ","NULL","NULL"
"misreading","10","406","6.01","VB|NN","NULL","NULL"
"misreads","8","31","3.43","VB","NULL","NULL"
"misreported","11","40","3.69","VB|JJ","NULL","NULL"
"misreporting","12","30","3.40","VB|NN|JJ","NULL","NULL"
"misreports","10","1","0.00","VB","NULL","NULL"
"misrepresented","14","590","6.38","VB|JJ","NULL","NULL"
"misruled","8","6","1.79","VB|JJ","NULL","NULL"
"misrules","8","0","0.00","VB","NULL","NULL"
"misruling","9","1","0.00","VB|NN|JJ","NULL","NULL"
"MISSA","5","151","5.02","NN","NULL","NULL"
"MISSAIL","7","0","0.00","VB","NULL","NULL"
"missals","7","9","2.20","NN","NULL","NULL"
"missives","8","91","4.51","NN","NULL","NULL"
"MISSOULA","8","515","6.24","NULL","NULL","NULL"
"misspelled","10","1683","7.43","VB|JJ","NULL","NULL"
"misspelling","11","615","6.42","VB|NN","NULL","NULL"
"misspellings","12","343","5.84","NN","NULL","NULL"
"misspells","9","47","3.85","VB","NULL","NULL"
"misspelt","8","102","4.62","JJ|VB","NULL","NULL"
"misspending","11","3","1.10","VB|NN|JJ","NULL","NULL"
"misspends","9","1","0.00","VB","NULL","NULL"
"misspent","8","68","4.22","VB|JJ","NULL","NULL"
"misstated","9","71","4.26","VB|JJ","NULL","NULL"
"misstatement","12","157","5.06","NN","NULL","NULL"
"misstatements","13","190","5.25","NN","NULL","NULL"
"misstates","9","27","3.30","VB","NULL","NULL"
"misstating","10","61","4.11","VB|NN","NULL","NULL"
"mistakably","10","1","0.00","NULL","NULL","NULL"
"mistier","7","0","0.00","JJ","NULL","NULL"
"mistiest","8","0","0.00","JJ","NULL","NULL"
"mistily","7","5","1.61","RB","NULL","NULL"
"mistimed","8","14","2.64","JJ|VB","NULL","NULL"
"mistimes","8","1","0.00","VB","NULL","NULL"
"mistiming","9","4","1.39","VB|NN|JJ","NULL","NULL"
"mistiness","9","1","0.00","NN","NULL","NULL"
"misting","7","219","5.39","VB|NN|JJ","NULL","NULL"
"mistrals","8","2","0.69","NN","NULL","NULL"
"mistranslated","13","62","4.13","VB|JJ","NULL","NULL"
"mistranslates","13","2","0.69","VB","NULL","NULL"
"mistranslating","14","3","1.10","VB|NN|JJ","NULL","NULL"
"mistranslations","15","32","3.47","NN","NULL","NULL"
"mistresses","10","301","5.71","NN","NULL","NULL"
"mistrials","9","5","1.61","NN","NULL","NULL"
"mistrustful","11","15","2.71","JJ","NULL","NULL"
"mistrustfully","13","0","0.00","RB","NULL","NULL"
"mistrustfulness","15","0","0.00","NN","NULL","NULL"
"mistrusting","11","12","2.48","VB|NN|JJ","NULL","NULL"
"mistrusts","9","9","2.20","VB","NULL","NULL"
"MISUNDERSTANDERS","16","0","0.00","NULL","NULL","NULL"
"misunderstands","14","79","4.37","VB","NULL","NULL"
"misused","7","744","6.61","VB|JJ","NULL","NULL"
"misuses","7","141","4.95","NN","NULL","NULL"
"misusing","8","299","5.70","VB","NULL","NULL"
"mites","5","536","6.28","NN","NULL","NULL"
"mitigated","9","192","5.26","VB|JJ","NULL","NULL"
"MITRAL","6","55","4.01","JJ","NULL","NULL"
"mitres","6","5","1.61","VB|NN","NULL","NULL"
"MITROPOULOS","11","52","3.95","NULL","NULL","NULL"
"mitts","5","184","5.21","NN","NULL","NULL"
"MITYUKH","7","0","0.00","NULL","NULL","NULL"
"MIUCHI","6","5","1.61","NULL","NULL","NULL"
"mixes","5","1947","7.57","NN|VB","NULL","NULL"
"MIYAGI","6","98","4.58","NULL","NULL","NULL"
"MIZELL","6","20","3.00","NULL","NULL","NULL"
"mizzen","6","19","2.94","NN","NULL","NULL"
"mizzenmast","10","3","1.10","NN","NULL","NULL"
"medlar","6","3","1.10","NN","NULL","NULL"
"medlars","7","68","4.22","NN","NULL","NULL"
"medleys","7","24","3.18","NN","NULL","NULL"
"MEDMENHAM","9","5","1.61","NULL","NULL","NULL"
"MEE","3","784","6.66","NN","NULL","1.00"
"meed","4","52","3.95","NN","NULL","NULL"
"meeds","5","14","2.64","NN","NULL","NULL"
"MEEHAN","6","245","5.50","NULL","NULL","NULL"
"MEEKER'S","8","6","1.79","NULL","NULL","NULL"
"meekness","8","29","3.37","NN","NULL","NULL"
"meerschaum","10","6","1.79","NN","NULL","NULL"
"meerschaums","11","12","2.48","NULL","NULL","NULL"
"MEETIN","6","19","2.94","NULL","NULL","NULL"
"meetinghouses","13","4","1.39","NN","NULL","NULL"
"megacycle","9","15","2.71","NN","NULL","NULL"
"megacycles","10","18","2.89","NULL","NULL","NULL"
"megadeaths","10","3","1.10","NN","NULL","NULL"
"MEGAKARYOCYTIC","14","3","1.10","NULL","NULL","NULL"
"megalithic","10","57","4.04","JJ","NULL","NULL"
"megaliths","9","32","3.47","NN","NULL","NULL"
"megalomaniacs","13","37","3.61","NN","NULL","NULL"
"MEGALOPOLISES","13","8","2.08","NULL","NULL","NULL"
"megaphones","10","7","1.95","NN","NULL","NULL"
"MEGARIANS","9","2","0.69","NULL","NULL","NULL"
"megrim","6","6","1.79","NN","NULL","NULL"
"megrims","7","0","0.00","NN","NULL","NULL"
"MEHITABEL","9","37","3.61","NN","NULL","NULL"
"MEINCKIAN","9","0","0.00","NULL","NULL","NULL"
"MEINUNG","7","210","5.35","NULL","NULL","NULL"
"MEIR","4","322","5.77","NN","NULL","0.82"
"MEISENHEIMER","12","4","1.39","NULL","NULL","NULL"
"MEISTER","7","280","5.63","NULL","NULL","NULL"
"MEISTERSINGER","13","59","4.08","NN","NULL","NULL"
"MEKONG","6","237","5.47","NN","NULL","NULL"
"MELAMINE","8","20","3.00","NN","NULL","NULL"
"melancholia","11","36","3.58","NN","NULL","NULL"
"melancholic","11","75","4.32","JJ","NULL","NULL"
"MELANDERI","9","0","0.00","NULL","NULL","NULL"
"MELANESIAN","10","33","3.50","NN|JJ","NULL","NULL"
"melanges","8","4","1.39","NN","NULL","NULL"
"MELCHER","7","72","4.28","NN","NULL","NULL"
"melded","6","121","4.80","VB|JJ","NULL","NULL"
"melding","7","161","5.08","NULL","NULL","NULL"
"melds","5","39","3.66","VB","NULL","NULL"
"melees","6","48","3.87","NN","NULL","NULL"
"MELIES","6","0","0.00","NULL","NULL","NULL"
"meliorated","10","0","0.00","VB|JJ","NULL","NULL"
"meliorates","10","0","0.00","VB","NULL","NULL"
"meliorating","11","0","0.00","VB|NN|JJ","NULL","NULL"
"melioration","11","3","1.10","NN","NULL","NULL"
"meliorations","12","0","0.00","NN","NULL","NULL"
"meliorism","9","0","0.00","NN","NULL","NULL"
"meliorist","9","0","0.00","NULL","NULL","NULL"
"meliorists","10","0","0.00","NULL","NULL","NULL"
"MELISANDE","9","39","3.66","NULL","NULL","NULL"
"MELLAL","6","0","0.00","NULL","NULL","NULL"
"mellifluous","11","39","3.66","JJ","NULL","NULL"
"mellower","8","93","4.53","JJ","NULL","NULL"
"mellowest","9","8","2.08","JJ","NULL","NULL"
"mellowing","9","53","3.97","VB|NN|JJ","NULL","NULL"
"mellowly","8","2","0.69","RB","NULL","NULL"
"mellowness","10","12","2.48","NN","NULL","NULL"
"mellows","7","78","4.36","VB","NULL","NULL"
"melodiously","11","14","2.64","RB","NULL","NULL"
"melodiousness","13","1","0.00","NN","NULL","NULL"
"melodramas","10","17","2.83","NN","NULL","NULL"
"melons","6","202","5.31","NN","NULL","NULL"
"meltingly","9","3","1.10","RB","NULL","NULL"
"melodramatically","16","18","2.89","RB","NULL","NULL"
"melts","5","660","6.49","VB","NULL","NULL"
"MELTZER","7","375","5.93","NULL","NULL","NULL"
"MELTZER'S","9","26","3.26","NULL","NULL","NULL"
"MELVILLE","8","926","6.83","NN","NULL","NULL"
"MELVIN","6","874","6.77","NN","NULL","NULL"
"MELZI","5","0","0.00","NULL","NULL","NULL"
"MEM","3","3165","8.06","NN","NULL","NULL"
"membranes","9","654","6.48","NN","NULL","NULL"
"membranous","10","17","2.83","JJ","NULL","NULL"
"MEME","4","1843","7.52","NULL","NULL","NULL"
"MEMINISSE","9","29","3.37","NULL","NULL","NULL"
"memorably","9","35","3.56","RB","NULL","NULL"
"memorandums","11","23","3.14","NN","NULL","NULL"
"memorializes","12","4","1.39","VB","NULL","NULL"
"memorializing","13","14","2.64","VB|NN|JJ","NULL","NULL"
"memorizes","9","30","3.40","VB","NULL","NULL"
"memsahib","8","17","2.83","NN","NULL","NULL"
"memsahibs","9","0","0.00","NULL","NULL","NULL"
"menaces","7","98","4.58","VB|NN","NULL","NULL"
"menacingly","10","142","4.96","RB","NULL","NULL"
"menage","6","210","5.35","minor|NN","NULL","NULL"
"menageries","10","2","0.69","NN","NULL","NULL"
"menages","7","3","1.10","NN","NULL","NULL"
"MENARCHES","9","0","0.00","NULL","NULL","NULL"
"MENAS","5","44","3.78","NULL","NULL","NULL"
"MENCIUS","7","35","3.56","NULL","NULL","NULL"
"MENCKEN","7","846","6.74","NULL","NULL","NULL"
"mendaciously","12","6","1.79","RB","NULL","NULL"
"mendacities","11","0","0.00","NN","NULL","NULL"
"Mendelian","9","67","4.20","JJ","NULL","NULL"
"MENDELSSOHN","11","143","4.96","NN","NULL","NULL"
"MENDELSSOHN'S","13","25","3.22","encl","NULL","NULL"
"mender","6","4","1.39","NN","NULL","NULL"
"MENDERES","8","11","2.40","NN","NULL","NULL"
"menders","7","2","0.69","NN","NULL","NULL"
"mendicant","9","29","3.37","JJ","NULL","NULL"
"mendicants","10","15","2.71","NN","NULL","NULL"
"MENDOZA","7","448","6.10","NN","NULL","NULL"
"mends","5","26","3.26","VB|NN","NULL","NULL"
"MENET","5","18","2.89","NULL","NULL","NULL"
"menially","8","4","1.39","RB","NULL","NULL"
"menials","7","5","1.61","NN","NULL","NULL"
"MENILMONTANT","12","1","0.00","NULL","NULL","NULL"
"meninx","6","0","0.00","NULL","NULL","NULL"
"menisci","7","1","0.00","NULL","NULL","NULL"
"meniscus","8","44","3.78","JJ","NULL","NULL"
"meniscuses","10","0","0.00","NULL","NULL","NULL"
"MENLO","5","1474","7.30","NN","NULL","NULL"
"MENNEN","6","28","3.33","NULL","NULL","NULL"
"menses","6","81","4.39","NN","NULL","NULL"
"MENSHIKOV","9","3","1.10","NULL","NULL","NULL"
"menstrual","9","441","6.09","JJ","NULL","NULL"
"menstruated","11","7","1.95","VB|JJ","NULL","NULL"
"menstruates","11","7","1.95","VB","NULL","NULL"
"menstruating","12","77","4.34","VB|NN|JJ","NULL","NULL"
"mensurable","10","4","1.39","JJ","NULL","NULL"
"mensuration","11","9","2.20","NN","NULL","NULL"
"mensurations","12","0","0.00","NULL","NULL","NULL"
"mentholated","11","15","2.71","JJ","NULL","NULL"
"mentionable","11","38","3.64","JJ","NULL","NULL"
"mentors","7","471","6.15","NN","NULL","NULL"
"MENUHIN","7","54","3.99","NULL","NULL","NULL"
"Mephistophelean","15","1","0.00","JJ","NULL","NULL"
"MERC","4","748","6.62","NN","NULL","NULL"
"Mercator","8","131","4.88","NN","NULL","NULL"
"MERCE","5","103","4.63","NULL","NULL","NULL"
"MERCER'S","8","14","2.64","encl","NULL","NULL"
"mercerize","9","0","0.00","VB","NULL","NULL"
"mercerized","10","16","2.77","VB|JJ","NULL","NULL"
"mercerizes","10","0","0.00","VB","NULL","NULL"
"mercerizing","11","1","0.00","VB|NN|JJ","NULL","NULL"
"merchandised","12","22","3.09","VB|JJ","NULL","NULL"
"merchandises","12","11","2.40","VB","NULL","NULL"
"merchantman","11","18","2.89","NN","NULL","NULL"
"merchantmen","11","12","2.48","NULL","NULL","NULL"
"MERCIER","7","145","4.98","NN","NULL","NULL"
"mercies","7","143","4.96","NN","NULL","NULL"
"mercifulness","12","6","1.79","NN","NULL","NULL"
"mercilessness","13","1","0.00","NN","NULL","NULL"
"mercurially","11","0","0.00","RB","NULL","NULL"
"meres","5","277","5.62","NULL","NULL","NULL"
"MEREST","6","151","5.02","JJ","NULL","NULL"
"meretricious","12","17","2.83","JJ","NULL","NULL"
"meretriciously","14","0","0.00","RB","NULL","NULL"
"meretriciousness","16","1","0.00","NN","NULL","NULL"
"meridians","9","93","4.53","NN","NULL","NULL"
"meringues","9","11","2.40","NN","NULL","NULL"
"merino","6","64","4.16","NN|JJ","NULL","NULL"
"meridional","10","16","2.77","JJ","NULL","NULL"
"merinos","7","4","1.39","NN","NULL","NULL"
"meriting","8","28","3.33","VB|NN|JJ","NULL","NULL"
"meritocracies","13","10","2.30","NN","NULL","NULL"
"meritocracy","11","164","5.10","NN","NULL","NULL"
"meritoriously","13","4","1.39","RB","NULL","NULL"
"MERIWETHER","10","33","3.50","NULL","NULL","NULL"
"MERLE","5","697","6.55","NN","NULL","NULL"
"mermaids","8","136","4.91","NN","NULL","NULL"
"mermen","6","22","3.09","NULL","NULL","NULL"
"MERNER","6","9","2.20","NULL","NULL","NULL"
"MERRICK","7","217","5.38","NN","NULL","NULL"
"merrier","7","246","5.51","JJ","NULL","NULL"
"MERRILL","7","1191","7.08","NN","NULL","NULL"
"MERRIMAC","8","99","4.60","NULL","NULL","NULL"
"MERRIMACK","9","237","5.47","NN","NULL","NULL"
"merriness","9","0","0.00","NN","NULL","NULL"
"MERRITT","7","760","6.63","NN","NULL","NULL"
"merrymakers","11","4","1.39","NN","NULL","NULL"
"MERTON'S","8","17","2.83","encl","NULL","NULL"
"MERVEILLEUX","11","8","2.08","NULL","NULL","NULL"
"MERVIN","6","32","3.47","NN","NULL","NULL"
"mesalliance","11","5","1.61","NN","NULL","NULL"
"mesalliances","12","0","0.00","NULL","NULL","NULL"
"mesas","5","72","4.28","NN","NULL","NULL"
"mescaline","9","292","5.68","NN","NULL","NULL"
"mescals","7","0","0.00","NN","NULL","NULL"
"mesdemoiselles","14","0","0.00","NN","NULL","NULL"
"meseemed","8","0","0.00","NULL","NULL","NULL"
"meseems","7","0","0.00","VB","NULL","NULL"
"MESENTERIC","10","20","3.00","JJ","NULL","NULL"
"meshed","6","110","4.70","VB","NULL","NULL"
"meshes","6","289","5.67","NN|VB","NULL","NULL"
"meshing","7","102","4.62","VB|NN|JJ","NULL","NULL"
"mesmerism","9","14","2.64","NN","NULL","NULL"
"mesmerist","9","0","0.00","NN","NULL","NULL"
"mesmerists","10","1","0.00","NN","NULL","NULL"
"mesmerizes","10","12","2.48","VB","NULL","NULL"
"mesmerizing","11","143","4.96","VB|NN|JJ","NULL","NULL"
"meson","5","67","4.20","NN","NULL","NULL"
"mesons","6","41","3.71","NULL","NULL","NULL"
"MESSHALL","8","7","1.95","NULL","NULL","NULL"
"messiahs","8","154","5.04","NN","NULL","NULL"
"messianic","9","819","6.71","JJ|NN","NULL","NULL"
"messier","7","796","6.68","JJ","NULL","NULL"
"messiest","8","10","2.30","JJ","NULL","NULL"
"MESSIEURS","9","62","4.13","minor","NULL","NULL"
"messily","7","41","3.71","RB","NULL","NULL"
"MESSINA","7","181","5.20","NN","NULL","NULL"
"MESSINESI","9","0","0.00","NULL","NULL","NULL"
"messiness","9","15","2.71","NN","NULL","NULL"
"messmate","8","0","0.00","NN","NULL","NULL"
"messmates","9","4","1.39","NULL","NULL","NULL"
"Messrs","6","263","5.57","NN","NULL","NULL"
"messuage","8","4","1.39","NN","NULL","NULL"
"messuages","9","0","0.00","NULL","NULL","NULL"
"MESTA","5","83","4.42","NULL","NULL","NULL"
"mestizo","7","87","4.47","NN","NULL","NULL"
"mestizos","8","64","4.16","NULL","NULL","NULL"
"metabolisms","11","53","3.97","NULL","NULL","NULL"
"METABOLITE","10","86","4.45","NN","NULL","NULL"
"METABOLITES","11","247","5.51","NN","NULL","NULL"
"metabolizes","11","24","3.18","VB","NULL","NULL"
"metabolizing","12","39","3.66","VB","NULL","NULL"
"metacarpals","11","8","2.08","NULL","NULL","NULL"
"metalanguage","12","14","2.64","NN","NULL","NULL"
"metalanguages","13","0","0.00","NULL","NULL","NULL"
"metalled","8","4","1.39","VB|JJ","NULL","NULL"
"metalling","9","0","0.00","VB|NN|JJ","NULL","NULL"
"metallurgical","13","310","5.74","JJ","NULL","NULL"
"metallurgist","12","115","4.74","NN","NULL","NULL"
"metallurgists","13","15","2.71","NN","NULL","NULL"
"metalworker","11","13","2.56","NN","NULL","NULL"
"metalworkers","12","21","3.04","NN","NULL","NULL"
"metamorphoses","13","57","4.04","VB","NULL","NULL"
"metamorphosing","14","11","2.40","VB|NN|JJ","NULL","NULL"
"metaphorically","14","323","5.78","RB","NULL","NULL"
"METAPHOSPHATE","13","0","0.00","NN","NULL","NULL"
"metaphysically","14","122","4.80","RB","NULL","NULL"
"METAPHYSICALS","13","2","0.69","NN","NULL","NULL"
"metatarsals","11","30","3.40","NULL","NULL","NULL"
"METED","5","140","4.94","VB","NULL","NULL"
"metempsychosis","14","3","1.10","NN","NULL","NULL"
"meteorically","12","5","1.61","RB","NULL","NULL"
"METEORITIC","10","5","1.61","JJ","NULL","NULL"
"meteoroids","10","6","1.79","NULL","NULL","NULL"
"meteorologist","13","295","5.69","NN","NULL","NULL"
"meteorologists","14","105","4.65","NN","NULL","NULL"
"METEROLOGICAL","13","21","3.04","NULL","NULL","NULL"
"METHACRYLATE","12","15","2.71","NN","NULL","NULL"
"methinks","8","1519","7.33","VB|RB","NULL","NULL"
"METHODE","7","201","5.30","NULL","NULL","NULL"
"methodologically","16","66","4.19","RB","NULL","NULL"
"methodologies","13","2927","7.98","NN","NULL","NULL"
"methought","9","3","1.10","VB","NULL","NULL"
"meths","5","36","3.58","NN","NULL","NULL"
"methuselah","10","294","5.68","NN","NULL","NULL"
"methuselahs","11","58","4.06","NN","NULL","NULL"
"methylate","9","1","0.00","VB|NN","NULL","NULL"
"methylated","10","26","3.26","JJ|VB","NULL","NULL"
"methylates","10","2","0.69","NULL","NULL","NULL"
"methylating","11","0","0.00","NULL","NULL","NULL"
"meticulousness","14","5","1.61","NN","NULL","NULL"
"metier","6","61","4.11","NN","NULL","NULL"
"metiers","7","39","3.66","NN","NULL","NULL"
"METIS","5","78","4.36","NN","NULL","NULL"
"METRAZOL","8","0","0.00","NN","NULL","NULL"
"metre","5","586","6.37","NN","NULL","NULL"
"METRECAL","8","0","0.00","NN","NULL","NULL"
"metres","6","1226","7.11","NN","NULL","NULL"
"metricate","9","2","0.69","VB","NULL","NULL"
"metricated","10","8","2.08","VB","NULL","NULL"
"metricates","10","0","0.00","VB","NULL","NULL"
"metricating","11","0","0.00","VB","NULL","NULL"
"metrication","11","86","4.45","NN","NULL","NULL"
"metrications","12","1","0.00","NN","NULL","NULL"
"metricize","9","0","0.00","VB","NULL","NULL"
"metricized","10","3","1.10","VB|JJ","NULL","NULL"
"metricizes","10","0","0.00","VB","NULL","NULL"
"metricizing","11","0","0.00","VB|NN|JJ","NULL","NULL"
"metronomes","10","11","2.40","NN","NULL","NULL"
"METROPOLIAN","11","2","0.69","NULL","NULL","NULL"
"metropolises","12","20","3.00","NN","NULL","NULL"
"metropolitans","13","13","2.56","NULL","NULL","NULL"
"METROPOLITIAN","13","27","3.30","NULL","NULL","NULL"
"metros","6","243","5.49","NN","NULL","NULL"
"METTWURST","9","10","2.30","NULL","NULL","NULL"
"MEURONS","7","0","0.00","NULL","NULL","NULL"
"mewing","6","31","3.43","VB|NN|JJ","NULL","NULL"
"mews","4","87","4.47","NN|VB","NULL","NULL"
"MEYER","5","3752","8.23","NN","NULL","NULL"
"MEYERBEER'S","11","3","1.10","NULL","NULL","NULL"
"MEYERS","6","1168","7.06","NN","NULL","NULL"
"MEYLE","5","0","0.00","NULL","NULL","NULL"
"MEYNELL","7","6","1.79","NULL","NULL","NULL"
"MEYNELL'S","9","0","0.00","NULL","NULL","NULL"
"MEYNER","6","0","0.00","NULL","NULL","NULL"
"MEYNER'S","8","0","0.00","NULL","NULL","NULL"
"mezzanines","10","0","0.00","NN","NULL","NULL"
"mezzos","6","9","2.20","NN","NULL","NULL"
"mezzotint","9","3","1.10","NN|VB","NULL","NULL"
"mezzotints","10","3","1.10","NN|VB","NULL","NULL"
"mi","2","40417","10.61","NN","NULL","0.87"
"MIANTONOMI","10","0","0.00","NULL","NULL","NULL"
"miaou","5","3","1.10","NULL","NULL","NULL"
"miaoued","7","0","0.00","NULL","NULL","NULL"
